origin_country,destination_country,flights
Nigeria,Norway,2
Nigeria,Switzerland,2
Nigeria,Luxembourg,1
Nigeria,Malta,1
Nigeria,Austria,1
Nigeria,Greece,1
Nigeria,Poland,1
Norway,Norway,84075
Norway,Denmark,5437
Norway,United Kingdom,4048
Norway,Sweden,3520
Norway,Spain,3103
Norway,Netherlands,3037
Norway,Germany,2326
Norway,Poland,2079
Norway,France,999
Norway,Finland,943
Norway,Greece,710
Norway,Latvia,605
Norway,Italy,499
Norway,Turkey,473
Norway,Iceland,448
Norway,Belgium,426
Norway,United States,403
Norway,Switzerland,395
Norway,Lithuania,395
Norway,Russia,340
Norway,Estonia,325
Norway,Croatia,320
Norway,Austria,276
Norway,Czech Republic,249
Norway,Portugal,236
Norway,Qatar,208
Norway,Hungary,193
Norway,Ireland,192
Norway,Thailand,147
Norway,United Arab Emirates,140
Norway,Bulgaria,102
Norway,Cyprus,101
Norway,Romania,78
Norway,South Korea,71
Norway,Serbia,66
Norway,Faroe Islands,61
Norway,Macedonia,34
Norway,Morocco,30
Norway,Pakistan,18
Norway,Egypt,17
Norway,Malta,13
Norway,Bosnia and Herzegovina,12
Norway,Israel,12
Norway,Luxembourg,11
Norway,Montenegro,10
Norway,Slovenia,6
Norway,Isle of Man,4
Norway,Puerto Rico,4
Norway,Guernsey,4
Norway,Dominican Republic,3
Norway,Iraq,3
Norway,Azerbaijan,3
Norway,Cuba,2
Norway,Canada,2
Norway,Jordan,2
Norway,Jersey,1
Norway,Lebanon,1
Norway,Guadeloupe,1
Norway,Ukraine,1
Norway,Iran,1
Norway,Colombia,1
Norway,Moldova,1
Norway,Belarus,1
Norway,Japan,1
Norway,Algeria,1
Norway,Nigeria,1
Norway,China,1
Norway,Cape Verde,1
Norway,Slovakia,1
Oman,United Kingdom,420
Oman,Germany,263
Oman,Italy,131
Oman,Turkey,128
Oman,Switzerland,123
Oman,France,122
Oman,Lebanon,25
Oman,Cyprus,13
Oman,Hungary,4
Oman,Slovakia,4
Oman,Bulgaria,3
Oman,Czech Republic,3
Oman,Morocco,2
Oman,Egypt,1
Oman,Algeria,1
Oman,Netherlands,1
Pakistan,Turkey,401
Pakistan,United Kingdom,374
Pakistan,Canada,69
Pakistan,France,34
Pakistan,Italy,28
Pakistan,Denmark,18
Pakistan,Norway,14
Pakistan,Greece,6
Pakistan,Azerbaijan,5
Pakistan,Bulgaria,4
Pakistan,Russia,2
Pakistan,Romania,1
Pakistan,Netherlands,1
Pakistan,Sweden,1
Pakistan,Germany,1
Panama,Spain,121
Panama,Netherlands,121
Panama,France,108
Panama,Germany,81
Panama,Turkey,54
Panama,Luxembourg,3
Paraguay,Spain,64
Paraguay,Luxembourg,1
Paraguay,Netherlands,1
Paraguay,France,1
Philippines,Turkey,122
Philippines,United Kingdom,2
Poland,Poland,10180
Poland,Germany,8879
Poland,United Kingdom,7940
Poland,Italy,2690
Poland,Spain,2543
Poland,Norway,2080
Poland,France,1962
Poland,Greece,1956
Poland,Sweden,1891
Poland,Netherlands,1784
Poland,Ukraine,1592
Poland,Denmark,1424
Poland,Belgium,1253
Poland,Switzerland,1053
Poland,Ireland,986
Poland,Czech Republic,867
Poland,Bulgaria,848
Poland,Austria,841
Poland,Russia,808
Poland,Israel,757
Poland,Lithuania,696
Poland,Turkey,629
Poland,Romania,595
Poland,Hungary,575
Poland,Finland,562
Poland,Portugal,534
Poland,United States,397
Poland,Latvia,397
Poland,Estonia,377
Poland,Egypt,368
Poland,Croatia,263
Poland,Cyprus,255
Poland,Belarus,247
Poland,United Arab Emirates,243
Poland,Malta,213
Poland,Slovakia,200
Poland,Slovenia,193
Poland,Georgia,166
Poland,Luxembourg,162
Poland,Canada,160
Poland,Iceland,153
Poland,Qatar,140
Poland,Serbia,135
Poland,Moldova,127
Poland,China,108
Poland,Armenia,87
Poland,Morocco,80
Poland,Albania,72
Poland,South Korea,69
Poland,Hong Kong,67
Poland,Japan,59
Poland,Montenegro,49
Poland,Kazakhstan,48
Poland,Tunisia,35
Poland,Dominican Republic,33
Poland,Cuba,26
Poland,Mexico,20
Poland,Thailand,14
Poland,Macedonia,13
Poland,Kuwait,11
Poland,Jamaica,7
Poland,Tanzania,6
Poland,Mauritius,6
Poland,Indonesia,5
Poland,Vietnam,5
Poland,Brazil,3
Poland,Kenya,3
Poland,Madagascar,2
Poland,Jersey,1
Poland,Azerbaijan,1
Poland,Lebanon,1
Poland,Gambia,1
Poland,Guernsey,1
Poland,Turkmenistan,1
Poland,Panama,1
Portugal,Portugal,20054
Portugal,United Kingdom,9206
Portugal,France,8074
Portugal,Spain,7404
Portugal,Germany,5782
Portugal,Switzerland,2763
Portugal,Netherlands,2382
Portugal,Italy,2357
Portugal,Belgium,1742
Portugal,Brazil,1291
Portugal,Ireland,1114
Portugal,United States,936
Portugal,Morocco,765
Portugal,Luxembourg,762
Portugal,Cape Verde,554
Portugal,Poland,539
Portugal,Denmark,409
Portugal,Angola,408
Portugal,Turkey,341
Portugal,Canada,324
Portugal,Austria,316
Portugal,Sweden,282
Portugal,Czech Republic,269
Portugal,Norway,242
Portugal,Russia,191
Portugal,Senegal,174
Portugal,Hungary,172
Portugal,Romania,142
Portugal,Finland,137
Portugal,United Arab Emirates,127
Portugal,Ghana,103
Portugal,Guinea-Bissau,78
Portugal,Algeria,77
Portugal,Israel,66
Portugal,Greece,62
Portugal,Mozambique,59
Portugal,Croatia,50
Portugal,Tunisia,50
Portugal,Venezuela,44
Portugal,Moldova,42
Portugal,Cote d'Ivoire,40
Portugal,Dominican Republic,29
Portugal,China,27
Portugal,Togo,26
Portugal,Sao Tome and Principe,21
Portugal,Bulgaria,21
Portugal,Mexico,20
Portugal,Jersey,18
Portugal,Cuba,10
Portugal,Lithuania,10
Portugal,Netherlands Antilles,9
Portugal,Bermuda,8
Portugal,Barbados,7
Portugal,Malta,7
Portugal,Slovakia,7
Portugal,Gambia,5
Portugal,Isle of Man,5
Portugal,Ukraine,4
Portugal,Nigeria,4
Portugal,Gibraltar,4
Portugal,Guadeloupe,4
Portugal,Bahamas,3
Portugal,Saudi Arabia,3
Portugal,Latvia,3
Portugal,Jordan,3
Portugal,Iceland,3
Portugal,Lebanon,3
Portugal,Colombia,2
Portugal,Martinique,2
Portugal,Qatar,2
Portugal,Belarus,2
Portugal,Guernsey,2
Portugal,Faroe Islands,2
Portugal,Antigua and Barbuda,2
Portugal,Liberia,2
Portugal,Saint Vincent and the Grenadines,2
Portugal,Mali,1
Portugal,French Guiana,1
Portugal,Trinidad and Tobago,1
Portugal,Slovenia,1
Portugal,Ethiopia,1
Portugal,Aruba,1
Portugal,Burkina Faso,1
Portugal,Turks and Caicos Islands,1
Portugal,Bosnia and Herzegovina,1
Portugal,Central African Republic,1
Portugal,Libya,1
Portugal,Hong Kong,1
Portugal,Jamaica,1
Portugal,Congo (Brazzaville),1
Portugal,Anguilla,1
Portugal,Mauritania,1
Portugal,Cayman Islands,1
Portugal,Cameroon,1
Portugal,South Africa,1
Portugal,Saint Lucia,1
Portugal,Tanzania,1
Puerto Rico,Netherlands,143
Puerto Rico,Spain,38
Puerto Rico,Germany,15
Puerto Rico,United Kingdom,9
Puerto Rico,Luxembourg,6
Puerto Rico,Sweden,5
Puerto Rico,Norway,4
Puerto Rico,Nigeria,2
Puerto Rico,Italy,1
Puerto Rico,Czech Republic,1
Puerto Rico,France,1
Qatar,United Kingdom,1514
Qatar,United States,1320
Qatar,Turkey,1100
Qatar,Italy,808
Qatar,Germany,760
Qatar,Spain,606
Qatar,Lebanon,509
Qatar,France,431
Qatar,Greece,367
Qatar,Russia,321
Qatar,Belgium,291
Qatar,Switzerland,281
Qatar,Hungary,266
Qatar,Iraq,256
Qatar,Netherlands,254
Qatar,Romania,251
Qatar,Luxembourg,250
Qatar,Denmark,247
Qatar,Sweden,243
Qatar,Azerbaijan,232
Qatar,Cyprus,216
Qatar,Croatia,214
Qatar,Morocco,202
Qatar,Austria,180
Qatar,Finland,141
Qatar,Poland,140
Qatar,Tunisia,133
Qatar,Norway,131
Qatar,Bulgaria,127
Qatar,Algeria,122
Qatar,Armenia,114
Qatar,Georgia,110
Qatar,Serbia,98
Qatar,Ireland,91
Qatar,Ukraine,79
Qatar,Czech Republic,79
Qatar,Canada,55
Qatar,Macedonia,35
Qatar,Bosnia and Herzegovina,17
Qatar,Brazil,4
Qatar,Libya,1
Qatar,Iceland,1
Reunion,France,551
Reunion,Djibouti,1
Reunion,Greece,1
Romania,Romania,6664
Romania,Italy,4134
Romania,Germany,4012
Romania,United Kingdom,2976
Romania,Spain,1832
Romania,France,1249
Romania,Turkey,1128
Romania,Austria,1006
Romania,Belgium,860
Romania,Israel,844
Romania,Greece,800
Romania,Netherlands,670
Romania,Hungary,617
Romania,Poland,586
Romania,Moldova,534
Romania,Czech Republic,361
Romania,Bulgaria,345
Romania,Cyprus,318
Romania,Serbia,274
Romania,Qatar,244
Romania,Sweden,241
Romania,Ireland,237
Romania,United Arab Emirates,200
Romania,Switzerland,173
Romania,Denmark,152
Romania,Portugal,144
Romania,Russia,140
Romania,Ukraine,79
Romania,Malta,76
Romania,Norway,76
Romania,Jordan,58
Romania,Lebanon,57
Romania,Croatia,43
Romania,Finland,43
Romania,Slovakia,40
Romania,United States,36
Romania,Afghanistan,34
Romania,Egypt,23
Romania,Montenegro,8
Romania,Slovenia,5
Romania,Iraq,5
Romania,Belarus,5
Romania,Iceland,5
Romania,Armenia,4
Romania,Lithuania,4
Romania,Pakistan,3
Romania,Turkmenistan,3
Romania,Macedonia,3
Romania,Albania,2
Romania,Georgia,2
Romania,Kuwait,2
Romania,Hong Kong,1
Romania,Tunisia,1
Romania,India,1
Romania,Jersey,1
Romania,Bosnia and Herzegovina,1
Romania,Estonia,1
Romania,Azerbaijan,1
Romania,Latvia,1
Romania,Kazakhstan,1
Romania,Morocco,1
Russia,Turkey,8301
Russia,Germany,6404
Russia,Russia,4390
Russia,Italy,3367
Russia,Spain,2678
Russia,France,2577
Russia,Greece,2255
Russia,Armenia,2017
Russia,Czech Republic,1719
Russia,Azerbaijan,1620
Russia,Cyprus,1615
Russia,United Arab Emirates,1573
Russia,Latvia,1552
Russia,United Kingdom,1462
Russia,Austria,1367
Russia,Moldova,1323
Russia,Bulgaria,1295
Russia,Switzerland,1225
Russia,Israel,1210
Russia,Finland,1160
Russia,Georgia,1135
Russia,Netherlands,1104
Russia,Montenegro,933
Russia,Poland,800
Russia,Tunisia,773
Russia,United States,712
Russia,Serbia,509
Russia,Sweden,496
Russia,Estonia,492
Russia,Belgium,441
Russia,Hungary,439
Russia,Lithuania,364
Russia,Luxembourg,322
Russia,Norway,316
Russia,Qatar,311
Russia,Iran,287
Russia,Belarus,277
Russia,Denmark,268
Russia,Croatia,263
Russia,Dominican Republic,222
Russia,Portugal,187
Russia,Cuba,173
Russia,Jordan,162
Russia,Romania,143
Russia,Slovenia,133
Russia,Slovakia,106
Russia,Bahrain,85
Russia,Lebanon,77
Russia,Morocco,74
Russia,Maldives,69
Russia,Malta,55
Russia,Saudi Arabia,53
Russia,Algeria,29
Russia,Syria,27
Russia,Uzbekistan,23
Russia,Egypt,22
Russia,Iraq,20
Russia,India,17
Russia,Afghanistan,16
Russia,Ireland,13
Russia,Macedonia,8
Russia,Iceland,6
Russia,Seychelles,5
Russia,Turkmenistan,5
Russia,Mexico,5
Russia,Bosnia and Herzegovina,4
Russia,Mauritius,3
Russia,Angola,3
Russia,Faroe Islands,3
Russia,Tanzania,3
Russia,Netherlands Antilles,2
Russia,Yemen,2
Russia,Tajikistan,2
Russia,Cape Verde,2
Russia,Guinea,2
Russia,Thailand,2
Russia,Sudan,2
Russia,Pakistan,1
Russia,Libya,1
Russia,Benin,1
Russia,Namibia,1
Russia,Turks and Caicos Islands,1
Russia,Oman,1
Russia,Guernsey,1
Russia,Botswana,1
Russia,Barbados,1
Russia,Gibraltar,1
Russia,Djibouti,1
Russia,Kuwait,1
Russia,Antigua and Barbuda,1
Rwanda,Belgium,101
Rwanda,United Kingdom,13
Rwanda,Spain,2
Rwanda,Germany,2
Rwanda,France,2
Rwanda,Portugal,1
Rwanda,Russia,1
Rwanda,Malta,1
Saint Helena,United Kingdom,8
Saint Lucia,United Kingdom,208
Saint Lucia,Jersey,1
Saint Pierre and Miquelon,France,1
Saint Vincent and the Grenadines,United Kingdom,1
Sao Tome and Principe,Portugal,20
Sao Tome and Principe,Spain,1
Sao Tome and Principe,Switzerland,1
Saudi Arabia,Turkey,4045
Saudi Arabia,Algeria,793
Saudi Arabia,Germany,633
Saudi Arabia,United Kingdom,595
Saudi Arabia,Morocco,557
Saudi Arabia,Tunisia,443
Saudi Arabia,France,352
Saudi Arabia,Lebanon,345
Saudi Arabia,United States,330
Saudi Arabia,Italy,284
Saudi Arabia,Netherlands,205
Saudi Arabia,Switzerland,175
Saudi Arabia,Spain,111
Saudi Arabia,Greece,96
Saudi Arabia,Canada,71
Saudi Arabia,Belgium,54
Saudi Arabia,Russia,50
Saudi Arabia,Bosnia and Herzegovina,30
Saudi Arabia,Cyprus,21
Saudi Arabia,Azerbaijan,19
Saudi Arabia,Georgia,14
Saudi Arabia,Serbia,9
Saudi Arabia,Malta,6
Saudi Arabia,Ireland,4
Saudi Arabia,Austria,4
Saudi Arabia,Czech Republic,4
Saudi Arabia,Macedonia,4
Saudi Arabia,Ukraine,3
Saudi Arabia,Egypt,2
Saudi Arabia,Sweden,2
Saudi Arabia,Hungary,2
Saudi Arabia,Kazakhstan,2
Saudi Arabia,Bulgaria,2
Saudi Arabia,Belarus,2
Saudi Arabia,Albania,2
Saudi Arabia,Denmark,2
Saudi Arabia,Turkmenistan,1
Saudi Arabia,Iceland,1
Saudi Arabia,Croatia,1
Saudi Arabia,Slovakia,1
Saudi Arabia,Montenegro,1
Saudi Arabia,Portugal,1
Saudi Arabia,Armenia,1
Senegal,Morocco,309
Senegal,France,299
Senegal,Spain,215
Senegal,Portugal,175
Senegal,Turkey,160
Senegal,Belgium,121
Senegal,United States,92
Senegal,Germany,81
Senegal,Italy,68
Senegal,United Arab Emirates,58
Senegal,United Kingdom,6
Senegal,Switzerland,4
Senegal,Puerto Rico,2
Senegal,Lithuania,2
Senegal,Serbia,2
Senegal,Malta,1
Senegal,Qatar,1
Senegal,Netherlands,1
Senegal,Russia,1
Senegal,Denmark,1
Senegal,Tunisia,1
Senegal,Ukraine,1
Serbia,Germany,2127
Serbia,Montenegro,1110
Serbia,Switzerland,1024
Serbia,Turkey,951
Serbia,Austria,809
Serbia,France,662
Serbia,Greece,650
Serbia,Italy,589
Serbia,Russia,493
Serbia,Slovenia,448
Serbia,Croatia,356
Serbia,Sweden,330
Serbia,United Arab Emirates,294
Serbia,Netherlands,280
Serbia,Romania,267
Serbia,United Kingdom,259
Serbia,Bulgaria,233
Serbia,Bosnia and Herzegovina,204
Serbia,Czech Republic,198
Serbia,Israel,189
Serbia,Macedonia,185
Serbia,Albania,139
Serbia,Poland,136
Serbia,Cyprus,116
Serbia,Belgium,113
Serbia,Denmark,100
Serbia,Qatar,96
Serbia,Hungary,94
Serbia,Lebanon,94
Serbia,United States,72
Serbia,Norway,68
Serbia,Spain,55
Serbia,Malta,51
Serbia,Egypt,47
Serbia,Ukraine,44
Serbia,Slovakia,44
Serbia,Tunisia,37
Serbia,Saudi Arabia,31
Serbia,Afghanistan,9
Serbia,Azerbaijan,8
Serbia,Georgia,7
Serbia,Belarus,6
Serbia,Moldova,4
Serbia,Finland,3
Serbia,Nigeria,2
Serbia,Ireland,2
Serbia,Algeria,2
Serbia,Latvia,2
Serbia,Luxembourg,2
Serbia,Lithuania,2
Serbia,Serbia,2
Serbia,Pakistan,2
Serbia,Jersey,1
Serbia,Sudan,1
Serbia,Portugal,1
Serbia,Morocco,1
Serbia,Djibouti,1
Serbia,Chad,1
Seychelles,France,59
Seychelles,Turkey,53
Seychelles,Germany,39
Seychelles,Israel,8
Seychelles,Russia,4
Seychelles,Austria,4
Seychelles,Switzerland,2
Seychelles,Czech Republic,1
Seychelles,Italy,1
Seychelles,United Kingdom,1
Seychelles,Greece,1
Sierra Leone,Morocco,73
Sierra Leone,Belgium,12
Sierra Leone,Netherlands,2
Sierra Leone,Germany,1
Singapore,United Kingdom,862
Singapore,Germany,538
Singapore,Netherlands,306
Singapore,France,257
Singapore,Switzerland,244
Singapore,Turkey,198
Singapore,Italy,160
Singapore,Finland,111
Singapore,Denmark,89
Singapore,Greece,31
Singapore,Spain,20
Singapore,Azerbaijan,12
Singapore,Luxembourg,1
Singapore,Bulgaria,1
Singapore,Austria,1
Singapore,Thailand,1
Slovakia,United Kingdom,627
Slovakia,Czech Republic,535
Slovakia,Slovakia,381
Slovakia,Germany,352
Slovakia,Greece,317
Slovakia,Italy,289
Slovakia,Austria,241
Slovakia,Turkey,226
Slovakia,Spain,209
Slovakia,Poland,194
Slovakia,Macedonia,140
Slovakia,Ireland,128
Slovakia,France,114
Slovakia,Bulgaria,106
Slovakia,Russia,103
Slovakia,Ukraine,99
Slovakia,Egypt,95
Slovakia,Israel,82
Slovakia,Belgium,78
Slovakia,United Arab Emirates,62
Slovakia,Croatia,62
Slovakia,Serbia,45
Slovakia,Romania,44
Slovakia,Switzerland,35
Slovakia,Hungary,35
Slovakia,Tunisia,31
Slovakia,Bosnia and Herzegovina,24
Slovakia,Cyprus,23
Slovakia,Sweden,14
Slovakia,Cape Verde,11
Slovakia,Latvia,8
Slovakia,Montenegro,8
Slovakia,Morocco,7
Slovakia,Malta,6
Slovakia,Finland,6
Slovakia,Slovenia,5
Slovakia,Netherlands,5
Slovakia,Oman,5
Slovakia,Denmark,5
Slovakia,Lithuania,4
Slovakia,Iceland,4
Slovakia,Albania,4
Slovakia,Moldova,2
Slovakia,Estonia,2
Slovakia,Portugal,2
Slovakia,Luxembourg,2
Slovakia,Norway,2
Slovakia,Azerbaijan,1
Slovakia,Uzbekistan,1
Slovakia,Jersey,1
Slovakia,Algeria,1
Slovenia,Germany,784
Slovenia,Serbia,447
Slovenia,Switzerland,368
Slovenia,Austria,320
Slovenia,United Kingdom,309
Slovenia,France,276
Slovenia,Belgium,250
Slovenia,Turkey,246
Slovenia,Bosnia and Herzegovina,200
Slovenia,Poland,189
Slovenia,Macedonia,176
Slovenia,Albania,164
Slovenia,Montenegro,152
Slovenia,Netherlands,147
Slovenia,Russia,130
Slovenia,Greece,80
Slovenia,Denmark,75
Slovenia,Italy,65
Slovenia,Czech Republic,53
Slovenia,Finland,39
Slovenia,Croatia,31
Slovenia,Israel,23
Slovenia,Tunisia,17
Slovenia,Spain,17
Slovenia,Egypt,16
Slovenia,Ukraine,15
Slovenia,Slovakia,6
Slovenia,Norway,6
Slovenia,Malta,6
Slovenia,Luxembourg,5
Slovenia,Slovenia,5
Slovenia,Ireland,4
Slovenia,Sweden,4
Slovenia,Portugal,3
Slovenia,Bulgaria,3
Slovenia,Estonia,2
Slovenia,Morocco,2
Slovenia,Hungary,2
Slovenia,Belarus,1
Slovenia,Lithuania,1
Slovenia,Iceland,1
Slovenia,Libya,1
Slovenia,Turkmenistan,1
Slovenia,United States,1
Slovenia,Moldova,1
Slovenia,Romania,1
Somalia,Italy,2
Somalia,Turkey,2
South Africa,United Kingdom,811
South Africa,Germany,487
